NO,company,code,YEAR,EY,ind_code,industry,market,asset,liability,equity,sale,earning,advertising
183,(주)경농,2100,2013,1957,32004,  화학물질 및 화학제품 제조업;의약품 제외,1,214988593,52292130,162696463,139237273,13751960,4542930
191,(주)경동나비엔,9450,2000,1978,32805,  전기장비 제조업,1,135868440,64753644,71114796,164245670,6136025,7704106
192,(주)경동나비엔,9450,2001,1978,32805,  전기장비 제조업,1,133155115,52149431,81005684,179571704,10888158,7110687
193,(주)경동나비엔,9450,2002,1978,32805,  전기장비 제조업,1,153349066,57528819,95820247,201823720,17012777,7919279
194,(주)경동나비엔,9450,2003,1978,32805,  전기장비 제조업,1,156266212,50750622,105515590,190164154,9315588,7778105
195,(주)경동나비엔,9450,2004,1978,32805,  전기장비 제조업,1,159839572,51490811,108348762,173127406,5420602,5304260
196,(주)경동나비엔,9450,2005,1978,32805,  전기장비 제조업,1,165241488,50926558,114314930,171004148,4974162,4613769
197,(주)경동나비엔,9450,2006,1978,32805,  전기장비 제조업,1,174762854,55764904,118997950,182131387,5985758,5190848
198,(주)경동나비엔,9450,2007,1978,32805,  전기장비 제조업,1,180354656,52584156,127770500,176294384,7646824,6645693
199,(주)경동나비엔,9450,2008,1978,32805,  전기장비 제조업,1,192027981,51216288,140811693,204875901,7738185,8793459
200,(주)경동나비엔,9450,2009,1978,32805,  전기장비 제조업,1,200448648,60427516,140021132,233314593,3695664,8724654
201,(주)경동나비엔,9450,2010,1978,32805,  전기장비 제조업,1,217720825,65514954,152205872,278277379,7678759,11655164
202,(주)경동나비엔,9450,2011,1978,32805,  전기장비 제조업,1,224373470,81105376,143268094,318269213,9445090,9457162
203,(주)경동나비엔,9450,2012,1978,32805,  전기장비 제조업,1,254627468,102426119,152201349,341339118,9214927,7718910
204,(주)경동나비엔,9450,2013,1978,32805,  전기장비 제조업,1,301475800,139981016,161494784,371601179,9251575,11624632
208,(주)경동도시가스,12320,2000,1977,43502,"  전기, 가스, 증기 및 공기조절 공급업",1,229844671,113364700,116479971,232459868,12971003,109065
209,(주)경동도시가스,12320,2001,1977,43502,"  전기, 가스, 증기 및 공기조절 공급업",1,236713605,113849657,122863948,302638845,15017543,142433
210,(주)경동도시가스,12320,2002,1977,43502,"  전기, 가스, 증기 및 공기조절 공급업",1,254685070,120474665,134210405,320227743,14881549,76093
211,(주)경동도시가스,12320,2003,1977,43502,"  전기, 가스, 증기 및 공기조절 공급업",1,270634637,125053757,145580880,364165552,15600248,99775
212,(주)경동도시가스,12320,2004,1977,43502,"  전기, 가스, 증기 및 공기조절 공급업",1,292014153,134499988,157514165,371421230,14817137,117417
213,(주)경동도시가스,12320,2005,1977,43502,"  전기, 가스, 증기 및 공기조절 공급업",1,330893657,154981194,175912463,454461201,16480818,129618
214,(주)경동도시가스,12320,2006,1977,43502,"  전기, 가스, 증기 및 공기조절 공급업",1,356980497,164880885,192099612,554604258,18642320,132924
215,(주)경동도시가스,12320,2007,1977,43502,"  전기, 가스, 증기 및 공기조절 공급업",1,404877671,193662814,211214856,613592335,21408650,213594
216,(주)경동도시가스,12320,2008,1977,43502,"  전기, 가스, 증기 및 공기조절 공급업",1,452001225,216477421,235523804,890353583,27820671,384456
217,(주)경동도시가스,12320,2009,1977,43502,"  전기, 가스, 증기 및 공기조절 공급업",1,538644137,279425697,259218440,934033440,24168378,455527
218,(주)경동도시가스,12320,2010,1977,43502,"  전기, 가스, 증기 및 공기조절 공급업",1,637119009,340538260,296580749,1284023918,39418047,430861
219,(주)경동도시가스,12320,2011,1977,43502,"  전기, 가스, 증기 및 공기조절 공급업",1,941176098,528263966,412912132,1806174764,50053289,444440
220,(주)경동도시가스,12320,2012,1977,43502,"  전기, 가스, 증기 및 공기조절 공급업",1,1168400020,699478024,468921996,2403814656,56917580,444062
221,(주)경동도시가스,12320,2013,1977,43502,"  전기, 가스, 증기 및 공기조절 공급업",1,1161427092,644593509,516833582,2664100017,46253877,501799
232,(주)경방,50,2000,1919,31301,  섬유제품 제조업; 의복제외,1,564454011,157305470,407148541,172513153,2345060,529676
233,(주)경방,50,2001,1919,31301,  섬유제품 제조업; 의복제외,1,549523394,169855329,379668065,178380576,-312827,661933
234,(주)경방,50,2002,1919,31301,  섬유제품 제조업; 의복제외,1,531981812,140110882,391870930,191323101,3529613,691756
235,(주)경방,50,2003,1919,31301,  섬유제품 제조업; 의복제외,1,534608754,142688345,391920409,185753163,187305,887792
236,(주)경방,50,2004,1919,31301,  섬유제품 제조업; 의복제외,1,515345506,133390813,381954693,173896808,-9446299,819695
237,(주)경방,50,2005,1919,31301,  섬유제품 제조업; 의복제외,1,506283029,123830631,382452398,163967992,772601,522626
238,(주)경방,50,2006,1919,31301,  섬유제품 제조업; 의복제외,1,593111516,232418420,360693095,156260079,-21696477,480958
239,(주)경방,50,2007,1919,31301,  섬유제품 제조업; 의복제외,1,561331864,140352747,420979117,152194104,60485023,0
240,(주)경방,50,2008,1919,31301,  섬유제품 제조업; 의복제외,1,783294183,375896024,407398159,154821729,-14930503,0
241,(주)경방,50,2009,1919,31301,  섬유제품 제조업; 의복제외,1,1452886942,696753012,756133931,177298137,6480976,0
242,(주)경방,50,2010,1919,31301,  섬유제품 제조업; 의복제외,1,1410675955,633984721,776691234,272270974,22224809,0
243,(주)경방,50,2011,1919,31301,  섬유제품 제조업; 의복제외,1,1331930968,655306746,676624221,275746943,-1822388,75351
244,(주)경방,50,2012,1919,31301,  섬유제품 제조업; 의복제외,1,1301719900,631984460,669735441,265409209,-7074187,108974
245,(주)경방,50,2013,1919,31301,  섬유제품 제조업; 의복제외,1,1261257414,575688238,685569176,264782077,15103835,91840
254,(주)경인양행,12610,2000,1977,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,69686663,24489827,45196836,70069338,2483730,28046
255,(주)경인양행,12610,2001,1977,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,69279394,21802986,47476409,81614530,5756107,86351
256,(주)경인양행,12610,2002,1977,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,70008894,19957641,50051253,93646343,4603853,57853
257,(주)경인양행,12610,2003,1977,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,77054271,25083202,51971069,88282906,3009362,34943
258,(주)경인양행,12610,2004,1977,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,92524131,31388824,61135307,95832343,4301525,42227
259,(주)경인양행,12610,2005,1977,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,100565451,31945929,68619522,88050292,2533411,95885
260,(주)경인양행,12610,2006,1977,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,95503928,28310855,67193072,84978240,883371,47268
261,(주)경인양행,12610,2007,1977,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,120854547,50327799,70526748,93016594,4246012,53117
262,(주)경인양행,12610,2008,1977,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,163333431,62800403,100533027,125462289,12873680,37307
263,(주)경인양행,12610,2009,1977,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,218551979,69220645,149331334,129006386,11569545,99215
264,(주)경인양행,12610,2010,1977,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,236560210,84421399,152138811,149007816,6319272,105265
265,(주)경인양행,12610,2011,1977,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,245825940,86943667,158882273,128707611,2788642,0
266,(주)경인양행,12610,2012,1977,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,241045608,78932783,162112825,141304459,4475441,0
267,(주)경인양행,12610,2013,1977,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,274570963,96496450,178074513,183106757,12327177,0
287,(주)고려포리머,9810,2001,1974,74607,  도매 및 상품중개업,1,32703564,21036562,11667002,8100455,-9055474,8163
288,(주)고려포리머,9810,2002,1974,74607,  도매 및 상품중개업,1,16919229,15390269,1528961,12819337,-11525473,5440
289,(주)고려포리머,9810,2003,1974,74607,  도매 및 상품중개업,1,19345481,11720136,7625345,42712719,734585,2844
291,(주)고려포리머,9810,2005,1974,74607,  도매 및 상품중개업,1,30880345,4390424,26489920,12026560,-3456394,18620
292,(주)고려포리머,9810,2006,1974,74607,  도매 및 상품중개업,1,24833551,6161992,18671559,14039845,-12760106,19668
293,(주)고려포리머,9810,2007,1974,74607,  도매 및 상품중개업,1,49749680,7130287,42619393,14083453,-1490370,30047
294,(주)고려포리머,9810,2008,1974,74607,  도매 및 상품중개업,1,39964031,3103554,36860477,15633024,-7542748,198448
295,(주)고려포리머,9810,2009,1974,74607,  도매 및 상품중개업,1,37855657,4975719,32879937,12321282,-4228546,89742
296,(주)고려포리머,9810,2010,1974,74607,  도매 및 상품중개업,1,54567547,9993748,44573800,12458351,2343252,104613
297,(주)고려포리머,9810,2011,1974,74607,  도매 및 상품중개업,1,57918049,18284717,39633332,14828834,-490449,59499
298,(주)고려포리머,9810,2012,1974,74607,  도매 및 상품중개업,1,37873004,3770017,34102987,10053033,-5696867,0
299,(주)고려포리머,9810,2013,1974,74607,  도매 및 상품중개업,1,33157450,1688867,31468583,9821388,-35783,45410
340,(주)광명전기,17040,2005,1955,32801,  전기장비 제조업,1,66844604,23568235,43276369,46234904,4177322,15740
341,(주)광명전기,17040,2006,1955,32801,  전기장비 제조업,1,68008310,17188335,50819976,46571716,4701154,144180
342,(주)광명전기,17040,2007,1955,32801,  전기장비 제조업,1,76629724,24301973,52327751,36387371,837715,176273
343,(주)광명전기,17040,2008,1955,32801,  전기장비 제조업,1,88033798,35397319,52636479,51124055,-456109,127723
344,(주)광명전기,17040,2009,1955,32801,  전기장비 제조업,1,82913729,30608038,52305690,55112389,260831,129068
345,(주)광명전기,17040,2010,1955,32801,  전기장비 제조업,1,88548003,36011968,52536036,68226344,299357,79657
346,(주)광명전기,17040,2011,1955,32801,  전기장비 제조업,1,99992644,43005031,56987613,57967857,-75153,100127
347,(주)광명전기,17040,2012,1955,32801,  전기장비 제조업,1,104218586,49081920,55136666,79318302,-1564026,92142
348,(주)광명전기,17040,2013,1955,32801,  전기장비 제조업,1,105483729,44690725,60793004,90344376,5301060,128823
349,(주)광주신세계,37710,2002,1995,74701,  소매업; 자동차 제외,1,157018753,85025372,71993381,299712705,21173141,4242246
350,(주)광주신세계,37710,2003,1995,74701,  소매업; 자동차 제외,1,138648699,53289415,85359285,106737452,14965904,3819674
351,(주)광주신세계,37710,2004,1995,74701,  소매업; 자동차 제외,1,147278146,51251376,96026769,99012872,12269885,3332666
352,(주)광주신세계,37710,2005,1995,74701,  소매업; 자동차 제외,1,157612662,44248687,113363975,95102252,18936546,3590547
353,(주)광주신세계,37710,2006,1995,74701,  소매업; 자동차 제외,1,188637387,56052219,132585168,145258359,21221192,3883532
354,(주)광주신세계,37710,2007,1995,74701,  소매업; 자동차 제외,1,217384348,59414585,157969763,184849268,27384595,3833628
355,(주)광주신세계,37710,2008,1995,74701,  소매업; 자동차 제외,1,241584362,54521052,187063310,190163145,31093547,3547238
356,(주)광주신세계,37710,2009,1995,74701,  소매업; 자동차 제외,1,281686136,60103619,221582517,191841842,36519339,3397369
357,(주)광주신세계,37710,2010,1995,74701,  소매업; 자동차 제외,1,331147709,67443222,263704487,213091292,44121970,3162733
358,(주)광주신세계,37710,2011,1995,74701,  소매업; 자동차 제외,1,380753715,70539083,310214632,219613514,52281979,3305623
359,(주)광주신세계,37710,2012,1995,74701,  소매업; 자동차 제외,1,430662968,69047125,361615843,213803173,53769536,3460266
360,(주)광주신세계,37710,2013,1995,74701,  소매업; 자동차 제외,1,656355808,247664982,408690826,206606675,48569715,3380761
385,(주)국동,5320,2000,1967,74604,  도매 및 상품중개업,1,72546656,26734183,45812472,117207890,2720909,190648
386,(주)국동,5320,2001,1967,74604,  도매 및 상품중개업,1,85708806,37608593,48100213,129056122,2802062,233062
387,(주)국동,5320,2002,1967,74604,  도매 및 상품중개업,1,92507952,45067637,47440315,143834790,291785,657057
388,(주)국동,5320,2003,1967,74604,  도매 및 상품중개업,1,109328296,63687296,45641000,153047334,3645690,769046
389,(주)국동,5320,2004,1967,74604,  도매 및 상품중개업,1,114726324,71992317,42734008,150074863,680688,515027
390,(주)국동,5320,2005,1967,74604,  도매 및 상품중개업,1,104209425,69659652,34549772,150879313,1161319,570587
391,(주)국동,5320,2006,1967,74604,  도매 및 상품중개업,1,102837746,68930479,33907267,149032220,-3970212,528825
392,(주)국동,5320,2007,1967,74604,  도매 및 상품중개업,1,99994843,58561130,41433712,120858692,-6036676,503624
393,(주)국동,5320,2008,1967,74604,  도매 및 상품중개업,1,100585145,68760159,31824986,134249865,-14217251,397593
394,(주)국동,5320,2009,1967,74604,  도매 및 상품중개업,1,51812824,40163496,11649328,99958317,-20240971,10241
395,(주)국동,5320,2010,1967,74604,  도매 및 상품중개업,1,52627593,40645208,11982385,111321111,-933277,3850
396,(주)국동,5320,2011,1967,74604,  도매 및 상품중개업,1,42291817,39597506,2694312,100097439,-12930687,0
397,(주)국동,5320,2012,1967,74604,  도매 및 상품중개업,1,35813125,33038005,2775119,91524436,262553,0
398,(주)국동,5320,2013,1967,74604,  도매 및 상품중개업,1,40194919,34247141,5947778,95716049,2373991,0
409,(주)국보,1140,2000,1953,84903,  육상운송 및 파이프라인 운송업,1,55945188,35201606,20743582,52926932,901950,6152
410,(주)국보,1140,2001,1953,84903,  육상운송 및 파이프라인 운송업,1,55608799,34978300,20630499,67366863,69650,3420
411,(주)국보,1140,2002,1953,84903,  육상운송 및 파이프라인 운송업,1,60211361,39006909,21204452,78433900,548998,3110
412,(주)국보,1140,2003,1953,84903,  육상운송 및 파이프라인 운송업,1,64954899,43284303,21670596,80177102,295666,3103
413,(주)국보,1140,2004,1953,84903,  육상운송 및 파이프라인 운송업,1,71494973,49333473,22161500,86078688,595436,11067
414,(주)국보,1140,2005,1953,84903,  육상운송 및 파이프라인 운송업,1,72630559,50660999,21969560,88760140,47302,30950
415,(주)국보,1140,2006,1953,84903,  육상운송 및 파이프라인 운송업,1,70530066,49150219,21379847,84814290,-584866,21815
416,(주)국보,1140,2007,1953,84903,  육상운송 및 파이프라인 운송업,1,71934608,50242155,21692452,91718679,270808,26055
417,(주)국보,1140,2008,1953,84903,  육상운송 및 파이프라인 운송업,1,72580238,51509730,21070508,105396941,-405381,17364
418,(주)국보,1140,2009,1953,84903,  육상운송 및 파이프라인 운송업,1,71435933,49876654,21559278,97001521,493317,3665
419,(주)국보,1140,2010,1953,84903,  육상운송 및 파이프라인 운송업,1,71505880,49189552,22316328,108593661,869318,6680
420,(주)국보,1140,2011,1953,84903,  육상운송 및 파이프라인 운송업,1,97415381,63540967,33874415,118304924,-176708,5250
421,(주)국보,1140,2012,1953,84903,  육상운송 및 파이프라인 운송업,1,93953021,62297482,31655538,109183947,-1916073,2850
422,(주)국보,1140,2013,1953,84903,  육상운송 및 파이프라인 운송업,1,94915572,67236888,27678685,108994114,-3766842,4700
510,(주)금양,1570,2000,1955,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,110769342,81228027,29541315,51310867,-5692225,31069
511,(주)금양,1570,2001,1955,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,100811666,71498188,29313478,55512054,-2615540,14227
512,(주)금양,1570,2002,1955,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,53569714,50693726,2875988,49354128,-33616152,5262
513,(주)금양,1570,2003,1955,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,44541143,33830069,10711074,38658935,-5218312,5485
514,(주)금양,1570,2004,1955,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,42006213,32562021,9444192,42855817,227055,3870
515,(주)금양,1570,2005,1955,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,42982532,27366841,15615691,51474876,6099464,2250
516,(주)금양,1570,2006,1955,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,43517284,28483943,15033341,44724117,520235,2250
517,(주)금양,1570,2007,1955,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,52267246,30838876,21428369,47096072,25268,2475
518,(주)금양,1570,2008,1955,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,84853282,39380674,45472608,55441464,3250966,2745
519,(주)금양,1570,2009,1955,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,96227231,53584682,42642550,67389205,1483632,29924
520,(주)금양,1570,2010,1955,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,102862163,61339696,41522467,90724087,812764,10955
521,(주)금양,1570,2011,1955,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,124086392,81062141,43024251,100918699,2436780,0
522,(주)금양,1570,2012,1955,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,127197484,81935888,45261596,108275608,3159937,0
523,(주)금양,1570,2013,1955,32001,  화학물질 및 화학제품 제조업;의약품 제외,1,142485295,97062605,45422689,132045280,1518013,0
577,(주)나라케이아이씨,7460,2000,1971,32509,  금속가공제품 제조업;기계 및 가구 제외,1,31739635,12872105,18867530,34101157,414503,2310
578,(주)나라케이아이씨,7460,2001,1971,32509,  금속가공제품 제조업;기계 및 가구 제외,1,42641347,22494640,20146706,34687008,1494176,5474
579,(주)나라케이아이씨,7460,2002,1971,32509,  금속가공제품 제조업;기계 및 가구 제외,1,42273308,23711904,18561405,32787980,2490724,23610
580,(주)나라케이아이씨,7460,2003,1971,32509,  금속가공제품 제조업;기계 및 가구 제외,1,60857102,42473813,18383289,36933021,2242152,30030
581,(주)나라케이아이씨,7460,2004,1971,32509,  금속가공제품 제조업;기계 및 가구 제외,1,67767911,47505698,20262213,43243727,2190919,54539
582,(주)나라케이아이씨,7460,2005,1971,32509,  금속가공제품 제조업;기계 및 가구 제외,1,70974096,44992815,25981281,58757095,4304433,93141
583,(주)나라케이아이씨,7460,2006,1971,32509,  금속가공제품 제조업;기계 및 가구 제외,1,82952202,49620218,33331984,55102584,6911926,72377
584,(주)나라케이아이씨,7460,2007,1971,32509,  금속가공제품 제조업;기계 및 가구 제외,1,105793839,48916678,56877161,67661760,6663897,110757
585,(주)나라케이아이씨,7460,2008,1971,32509,  금속가공제품 제조업;기계 및 가구 제외,1,214772506,103411358,111361148,122119674,10023472,226230
586,(주)나라케이아이씨,7460,2009,1971,32509,  금속가공제품 제조업;기계 및 가구 제외,1,246505976,129481684,117024292,150681090,4397799,605568
587,(주)나라케이아이씨,7460,2010,1971,32509,  금속가공제품 제조업;기계 및 가구 제외,1,251895847,148744052,103151795,114441971,-13632123,279880
588,(주)나라케이아이씨,7460,2011,1971,32509,  금속가공제품 제조업;기계 및 가구 제외,1,166986013,153420551,13565462,101262306,-85897134,169160
590,(주)나라케이아이씨,7460,2013,1971,32509,  금속가공제품 제조업;기계 및 가구 제외,1,114494675,110636874,3857802,103040328,-51128204,3010
618,(주)남선알미늄,8350,2000,1973,32402,  1차 금속 제조업,1,188718243,150707984,38010258,164952937,22559285,600878
619,(주)남선알미늄,8350,2001,1973,32402,  1차 금속 제조업,1,176232127,144488617,31743509,192044005,-6953211,405055
620,(주)남선알미늄,8350,2002,1973,32402,  1차 금속 제조업,1,111432404,78422479,33009925,170287979,3793973,480055
621,(주)남선알미늄,8350,2003,1973,32402,  1차 금속 제조업,1,103761046,68069244,35691803,132411922,2608923,733186
622,(주)남선알미늄,8350,2004,1973,32402,  1차 금속 제조업,1,86985746,53312814,33672931,109160708,-1944401,722062
623,(주)남선알미늄,8350,2005,1973,32402,  1차 금속 제조업,1,82443321,55401265,27042056,98053443,-6630876,775372
624,(주)남선알미늄,8350,2006,1973,32402,  1차 금속 제조업,1,77554885,55840603,21714283,118342920,-5327773,469696
625,(주)남선알미늄,8350,2007,1973,32402,  1차 금속 제조업,1,88096058,68023769,20072289,127774096,-1641994,365400
626,(주)남선알미늄,8350,2008,1973,32402,  1차 금속 제조업,1,158797517,122502355,36295163,181680525,-13653068,683502
627,(주)남선알미늄,8350,2009,1973,32402,  1차 금속 제조업,1,161692683,123116347,38576336,246114002,2566600,420694
628,(주)남선알미늄,8350,2010,1973,32402,  1차 금속 제조업,1,176291360,130547097,45744264,270881073,3640531,373777
629,(주)남선알미늄,8350,2011,1973,32402,  1차 금속 제조업,1,224292636,180585212,43707424,302410988,-2024012,276576
